name,developer,class,copies_sold
Zup! X,Quiet River,Indie,159.4k
Bounty Train,Corbie Games,AA,159.3k
The Bridge Curse Road to …,SOFTSTAR ENTERTAINMENT,Indie,158.9k
ATOM RPG Trudograd,AtomTeam,Indie,158.8k
Max Gentlemen,The Men Who Wear Many Hat…,Indie,158.7k
Circle Empires Rivals,Luminous,Indie,156.2k
Mighty Party,Panoramik Games LTD,Indie,156.1k
Bardbarian,TreeFortress Games,Indie,156k
My Sexy Neighbor 🔞 Prolo…,Pocket Rocket Studio 🚀,Indie,156k
The Hex,Daniel Mullins Games,Indie,155.9k
Oik 2,Crew Lab,Indie,155.9k
20 Small Mazes,FLEB,Hobbyist,155.9k
Amazing Frog?,Fayju,Indie,155.9k
Plan B: Terraform,Gaddy Games,Indie,155.9k
Silica,Martin 'Dram' Melichárek,AAA,155.9k
Alchemy Mysteries: Prague…,Jetdogs Studios,Indie,155.9k
The Dark Pictures Antholo…,Supermassive Games,Indie,155.7k
Esports Godfather,Asteroid Game Studio,Indie,155.7k
SteamWorld Heist,Image & Form Games,Indie,155.6k
The Night of the Rabbit,Daedalic Entertainment,AA,155.6k
Megaton Rainfall,"Pentadimensional Games, S…",Indie,155.5k
Monday Night Combat,Uber Entertainment,Indie,155.5k
Chill Pulse,Catos Game,Indie,155.4k
King Of The Castle,Tributary Games,AA,155.3k
The NOexistenceN of you A…,Fontainebleau,Indie,153.5k
DUCKSIDE,tinyBuild Riga,AA,153.5k
The Lost Mythologies,Basaltic studio,Hobbyist,153.5k
Oddworld: Stranger's Wrat…,Oddworld Inhabitants,Indie,153.5k
Bakso Simulator,Akhir Pekan Studio,Indie,153.4k
The Great War: Western Fr…,Petroglyph,Indie,153.4k
House Builder,FreeMind S.A.,AA,153.3k
Worms Clan Wars,Team17 Digital Ltd,Indie,153.3k
"Gunner, HEAT, PC!",Radian Simulations LLC,Indie,153.3k
One Hour One Life,Jason Rohrer,Indie,153.3k
Barro Racing,SC Jogos,Indie,153.3k
Planescape: Torment: Enha…,Beamdog,Indie,153.2k
Grow Up,"Reflections, a Ubisoft St…",AAA,153.2k
Dominion,Temple Gates Games,Indie,153.2k
Tomb Raider VI: The Angel…,Core Design,AA,153.1k
Fancy Skulls,tequibo,Hobbyist,153.1k
Faerie Solitaire,Subsoap,Indie,152.9k
Royal Quest Online,BASE,Indie,152.8k
Sayonara Wild Hearts,Simogo,AA,152.8k
SpiderHeck,Neverjam,AA,150k
Homicipher: Demo,八名木Games,Indie,149.9k
Rakuen,,Indie,149.9k
Lovers in a Dangerous Spa…,Asteroid Base,Indie,149.7k
Eastshade,Eastshade Studios,Indie,149.7k
Judgment: Apocalypse Surv…,Suncrash,Indie,149.7k
Audioshield,Dylan Fitterer,Indie,149.5k
Only Up: With Friends,NoGlyph Games,Indie,149.5k
Fallout Tactics: Brotherh…,14° East,AAA,149.5k
Castle Clicker : Idle Cit…,Autotelic Games LLC,Indie,149.4k
FreestyleFootball R,JOYCITY Corporation,Indie,149.4k
The Banner Saga 3,Stoic,Indie,149.4k
GRID Legends,Codemasters,AAA,149.4k
Treasure Hunter Claire,Acerola,AA,149.4k
Princess Remedy in a Worl…,"Ludosity, Remar Games",Indie,149.3k
SEXTS,"BonjourAI, NSFW18 Games",Indie,149.1k
Lust Epidemic,NLT Media,Indie,149.1k
SWORN,Windwalk Games,AA,149k
Brothers in Arms: Earned …,Gearbox Software,AAA,148.9k
CULTIC,Jasozz Games,Indie,147.1k
Turok,"Iguana Entertainment, Nig…",Indie,146.7k
Street Warriors Online,Crazy Rocks Studios,Indie,146.6k
Interloper,Monogon Games,Hobbyist,146.5k
Fantasy Strike,Sirlin Games,Indie,146.5k
[Chilla's Art] The Conven…,Chilla's Art,Indie,146.4k
Broken Sword 2 - the Smok…,Revolution Software Ltd,Indie,146.4k
Mega Man Zero/ZX Legacy C…,"CAPCOM CO., LTD.",Indie,146.3k
Magical Girl Celesphonia,Shimobashira Workshop,AA,146.3k
Reventure,Pixelatto,Indie,146.3k
Depersonalization,MeowNature,AA,146.3k
Pilgrims,Amanita Design,Indie,146.3k
Chip's Challenge 1,Niffler Ltd.,Indie,146.2k
Ship Simulator Extremes,VStep,AAA,146.2k
Real Boxing™,Vivid Games S.A.,Indie,146.2k
Tomb Raider IV: The Last …,Core Design,AA,146.2k
Obduction,Cyan Inc.,Indie,146k
Tiny Bunny: Prologue,Saikono,Indie,145.8k
Project Warlock,Buckshot Software,Indie,145.7k
Deathmatch Classic,Valve,AAA,144k
Fortified,Siege Camp,Indie,144k
Myths of Rules,Sugarcane Games,Indie,143.9k
Fight Angel Special Editi…,Red Fox,Indie,143.9k
American Theft 80s: Prolo…,Noble Muffins,AA,143.8k
Boson X,"Ian MacLarty, Jon Kerney",Indie,143.8k
Masked Shooters 2,FreezeNova,Indie,143.8k
Sword and Fairy,SOFTSTAR ENTERTAINMENT,Indie,143.7k
Nordhold,StunForge,AA,143.7k
Ride 2,Milestone S.r.l.,AA,143.6k
"Please, Don't Touch Anyth…","Escalation Studios, Four …",Indie,143.6k
Word Game,Team9,Indie,143.5k
MY HERO ONE'S JUSTICE 2,BYKING,AA,143.5k
Haunt the House: Terrorto…,SFB Games,Indie,143.4k
Port Royale 4,Gaming Minds,AA,143.3k
Forgive Me Father,Byte Barrel,AA,143.3k
Star Wars Outlaws,Massive Entertainment – A…,AAA,143.3k
Summer of '58,EMIKA_GAMES,Indie,143.3k
Hitman: Contracts,Io-Interactive A/S,Indie,143.2k
Mobile Astro,Raxasoft Games,Hobbyist,141.5k
The Farmer Was Replaced,Timon Herzog,Indie,141.4k
Not Tonight,PanicBarn,Indie,141.4k
Fox Hime Zero,AsicxArt,Indie,141.2k
Dear Esther: Landmark Edi…,"The Chinese Room, Robert …",Indie,141.2k
Machinika: Museum,Littlefield Studio,Indie,141.2k
Belko VR: An Escape Room …,"Top Right Corner, Yarvo P…",Hobbyist,141.2k
Old Man's Journey,Broken Rules,Indie,141.2k
Master Of Pottery,AZGames,Indie,141.2k
MASSIVE CHALICE,Double Fine Productions,Indie,141.1k
JR EAST Train Simulator,"ONGAKUKAN Co.,Ltd.",Indie,141.1k
Retail Company Simulator:…,Business Tycoon,Indie,141k
Snake Pass,Sumo Digital,Indie,141k
Eronoctosis: Put Yourself…,Dream Toaster Games,Hobbyist,141k
Divine Divinity,Larian Studios,AAA,140.8k
Shadow Gambit: The Cursed…,Mimimi Games,AA,140.7k
Truck & Logistics Simulat…,Simula Games,Indie,140.6k
Occupy Mars: Prologue (20…,▲ Pyramid Games,Indie,140.6k
Head Shot,Indie Game Group,Indie,140.6k
Tom Clancy's EndWar™,Ubisoft Shanghaï,AAA,138.4k
Heroes of the Three Kingd…,"USERJOY Technology Co.,Lt…",Indie,138.1k
Handyman Legend,SupaShinKen Studio,Indie,138.1k
Arctico,"Claudio Norori, Antonio V…",Hobbyist,138k
FOUNDRY,Channel 3 Entertainment,AAA,138k
LoveCraft,WEALTHBIRD,Indie,137.9k
Garten of Banban 0,Euphoric Brothers,Indie,137.8k
Eastern Exorcist,Wildfire Game（无锡野火数字科技有限公…,Indie,137.7k
BloodRayne Betrayal (Lega…,Abstraction Games,Indie,137.7k
WRC 9 FIA World Rally Cha…,KT Racing,AA,137.7k
Swarmlake,Dominique Grieshofer,Indie,137.6k
EMERGENCY 20,Sixteen Tons Entertainmen…,Indie,137.6k
Onigiri,"CyberStep, Inc.",Indie,137.3k
In Verbis Virtus,Indomitus Games,Indie,137.3k
Pixel Art Coloring Book,Peaksel,Indie,137.3k
Nimbatus - The Space Dron…,Stray Fawn Studio,Indie,137.3k
Man of the House,Faerin Games,Indie,137.2k
Urbek City Builder,Fridus,Indie,137.2k
King of Retail,Freaking Games,Indie,137.2k
The Sexy Brutale,"Cavalier Game Studios, Te…",Indie,135.8k
Aragami 2,Lince Works,Indie,135.7k
Maximum Action,George Mandell,Indie,135.7k
Monument Valley 2: Panora…,ustwo games,Indie,135.7k
Picross Touch,Jon Gallant,Hobbyist,135.6k
Bakery Simulator,Live Motion Games,Indie,135.6k
Basement,Halfbus,Indie,135.5k
Rage of Car Force: Car Cr…,XDEVS LTD,Indie,135.5k
Patch Quest,Lychee Game Labs,AA,135.5k
Faaast Penguin,historia Inc.,Indie,135.5k
SYNTHETIK 2,Flow Fire Games,Indie,135.5k
The Mageseeker: A League …,Digital Sun,Indie,135.5k
KROSMAGA,Ankama Studio,Indie,135.4k
Insect Swarm,Parallel Portal,Indie,135.4k
The Chosen RPG,Little Big Lee,Indie,135.4k
Angels Fall First,Strangely Interactive Ltd,Indie,135.3k
Total Annihilation,Cavedog Entertainment,Indie,135.3k
Rising Front,Sandstorm Studios Inc.,Indie,135.3k
Spin Rhythm XD,Super Spin Digital,Indie,135.3k
REFLEXIA Prototype ver.,MAHOUMAIDEN,Indie,134k
Batman™: Arkham VR,Rocksteady Studios,AA,134k
Dreamscaper,Afterburner Studios,Indie,134k
NEKOPARA Extra,NEKO WORKs,Indie,133.9k
The Book of Unwritten Tal…,KING Art,AA,133.9k
Castlevania: Lords of Sha…,MercurySteam,AAA,133.8k
Indiana Jones® and the Fa…,LucasArts,AA,133.8k
The Solus Project,"Hourences, Grip Games",Indie,133.8k
Surgeon Simulator 2,Bossa Studios,Indie,133.7k
Ys VIII: Lacrimosa of DAN…,Nihon Falcom,Indie,133.7k
Animal Revolt Battle Simu…,VDimension,Indie,133.6k
Neon Echo,Xinyuan Studio,Indie,133.4k
Shenmue III,YS Net,Indie,133.3k
"Warhammer 40,000: Shootas…",Rogueside,Indie,133.3k
MULLET MADJACK,HAMMER95,Indie,133.2k
Killer Frequency,Team17,AA,133.1k
Neon Boost,Sample Text Studio,Hobbyist,133.1k
RiME,"Tequila Works, QLOC",Indie,133k
"Warhammer 40,000: Inquisi…",NeocoreGames,Indie,132.9k
A New Beginning - Final C…,Daedalic Entertainment,AA,131.5k
Tattletail,Waygetter Electronics,Indie,131.3k
Geometry Wars™ 3: Dimensi…,"Lucid Games, Aspyr (Linux…",Indie,131.3k
Zoo Tycoon: Ultimate Anim…,"Frontier Developments, As…",AAA,131.3k
Call of Duty® (2003),Infinity Ward,AAA,131.2k
Mojo 2: Mia,L. Stotch,Indie,131.1k
Exo One,Exbleative,Indie,131.1k
Shank,Klei Entertainment,AA,131.1k
Egg Surprise,SQRT Games,Indie,131.1k
"Oh, honey! Anime clicker!",vladkversecore,Hobbyist,131k
Asterigos: Curse of the S…,Acme Gamestudio,AA,131k
Island Saver,Stormcloud Games Limited,Indie,131k
Pages of Time: Prologue,Starbeings Studio,Hobbyist,131k
SPACEPLAN,Jake Hollands,AA,131k
Blood West,Hyperstrange,AA,131k
Taboo Trial,Cat Shine,Indie,130.9k
Block'hood,Plethora Project,AA,130.9k
RONIN,Tomasz Wacławek,AA,130.9k
Open World Game: the Open…,Morning Person Games,Hobbyist,130.9k
Scrap Garden - The Day Be…,"Egidijus Bachur, Alexey D…",Indie,129.6k
Prime World: Defenders,Nival,Indie,129.4k
Analogue: A Hate Story,Love Conquers All Games,Indie,129.3k
Eternal Edge+ Prologue,"Righteous Weasel Games, I…",Indie,129.3k
Hellpoint,Cradle Games,AA,129.3k
POOLS,Tensori,Indie,129.2k
Dusk Pub - Adult Only,YellowDuckWorks,Indie,129.2k
100 Space Cats,"100 Cozy Games, Cats",Indie,129.2k
Arid,Sad Viscacha Studio,Hobbyist,129.2k
Emergency Call 112 – The …,Crenetic,Indie,129.1k
Crash Wheels,Quiet River,Indie,129.1k
Septerra Core,Topware Interactive,Hobbyist,129.1k
Anna - Extended Edition,Dreampainters,Indie,129.1k
Indie Game: The Movie,BlinkWorks Media,Indie,129k
Steelrising,Spiders,AA,129k
Hylics,Mason Lindroth,Indie,129k
No Case Should Remain Uns…,Somi,Indie,128.9k
Legends of Eisenwald,Aterdux Entertainment,Indie,128.9k
Hunted: The Demon’s Forge…,inXile Entertainment,AAA,128.9k
Oik,Crew Lab,Indie,127k
Twilight Struggle,"Playdek, Inc.",Indie,127k
Card Shark,Nerial,AA,127k
RAID: Shadow Legends,Plarium Global Ltd,Indie,126.9k
Outpath,David Moralejo Sánchez,Indie,126.8k
[Nightmare Files] Clap Cl…,Raycastly,Hobbyist,126.8k
The Rewinder,MistyMountainStudio,AA,126.8k
Cadria Item Shop,Moehaus Co. Ltd,Indie,126.8k
Happiness Double Room,Connection,Indie,126.8k
Kona,Parabole,Indie,126.7k
Pact with a witch,jonnymelabo,Hobbyist,126.7k
Meme Mayhem,Cr3 Studio,Indie,126.7k
Bionic Commando,Capcom,AA,126.6k
River City Girls,WayForward,Indie,126.6k
Idle Big Devil,HONG KONG SPARK SOFTWARE …,Indie,126.5k
Turbo Overkill,Trigger Happy Interactive,Indie,126.5k
Maitetsu:Last Run!!,Lose,Indie,126.5k
Ultimate Zombie Defense,Terror Dog Studio,Indie,126.5k
Rebuild 3: Gangs of Deads…,"Northway Games, Sarah Nor…",Indie,126.4k
SuperPower 2 Steam Editio…,GolemLabs,AA,125.2k
DARKEST DAYS,NHN,Indie,125.1k
Epic Battle Fantasy 5,Matt Roszak,Indie,125.1k
There is No GreenDam,格林达姆136工程团,Hobbyist,125k
Kill It With Fire,Casey Donnellan Games LLC,AA,124.9k
WRC 8 FIA World Rally Cha…,KT Racing,AA,124.8k
Scarlet Maiden,Otterside Games,Indie,124.8k
Xenonauts 2,Goldhawk Interactive,AA,124.8k
Headsnatchers,IguanaBee,Indie,124.8k
Expedition Agartha,Matrioshka Games,Indie,124.7k
Hextech Mayhem: A League …,Choice Provisions,Indie,124.7k
Slime 3K: Rise Against De…,Konfa Games,AA,124.5k
Mass Effect™ 3 N7 Digital…,BioWare,AAA,124.5k
Zup! Zero,Quiet River,Indie,124.4k
Q.U.B.E: Director's Cut,Toxic Games,Indie,124.4k
Lonely Mountains: Downhil…,Megagon Industries,Indie,124.3k
Ultimate Fishing Simulato…,"Silent Bear Studio, SHINI…",Indie,124.3k
Serious Sam: Siberian May…,"Croteam, Timelock Studio",AA,124.3k
Dreaming Sarah,"Asteristic Game Studio, A…",Indie,124.3k
Oceanhorn: Monster of Unc…,Cornfox & Brothers Ltd.,Indie,122.6k
Zombie Night Terror,NoClip,AA,122.6k
Gemini Rue,Joshua Nuernberger,Indie,122.5k
Cave Crawler,Evan Youssef,Hobbyist,122.5k
Dungeon Alchemist,Briganti,Indie,122.3k
InMind VR,Luden.io,Indie,122.3k
You Will (Not) Remain,Bedtime Phobias,Hobbyist,122.2k
Metal Waltz: Anime tank g…,WuL Game Studio,Indie,122.1k
EMPTY SHELL: PROLOGUE,CC ARTS,Indie,122.1k
Mini Healer,Sad Doge,Indie,121.9k
Last Train Outta' Wormtow…,Get(Color) Games,Indie,121.9k
Alpha Protocol™,Obsidian Entertainment,AAA,121.9k
Until Then,Polychroma Games,Indie,121.8k
Spellbook Demonslayers,Xendra,Indie,121.7k
DRAMAtical Murder,Nitro+CHiRAL,Indie,121.7k
EZ2ON REBOOT : R,"Neonovice Co., Ltd., SQUA…",Indie,121.7k
Tower of Guns,Terrible Posture Games,Indie,121.7k
Megadimension Neptunia VI…,"Idea Factory, Compile Hea…",Indie,121.7k
Terrorhedron Tower Defens…,Dan Walters,Indie,121.6k
Kingdom Eighties,Fury Studios,AA,120.5k
Accounting+,"Crows Crows Crows, Squanc…",Indie,120.5k
Hide vs. Seek,Brave Little Studios,Hobbyist,120.5k
Wild Woods,Octofox Games,AA,120.4k
Nomad Survival,The Fox Knocks,Indie,120.4k
Take On Mars,Bohemia Interactive,AAA,120.3k
AO Tennis 2,Big Ant Studios,AA,120.1k
September 7th,EMIKA_GAMES,Indie,120.1k
MotoGP™22,Milestone S.r.l.,AA,120.1k
Army of Ruin,Milkstone Studios,Indie,120k
Tape to Tape,Excellent Rectangle,Indie,120k
Sonic the Hedgehog 4 - Ep…,SEGA,AAA,120k
EDGE,Two Tribes,Indie,120k
Children of Silentown: Pr…,"Elf Games, Luna2 Studio",AA,120k
Vanishing Realms™,Indimo Labs LLC,Indie,119.9k
Trainee Death Simulator,Bone Nail,Indie,119.9k
Seduce Me the Otome,Michaela Laws,Indie,119.8k
Paradise Killer,Kaizen Game Works,Indie,119.7k
LoveBeat,"CRAZYDIAMOND CO., LTD.",Indie,119.7k
Pharaoh + Cleopatra,Impressions Games,AAA,117.9k
Keyboard Killers,Heaven Brotherhood,Hobbyist,117.8k
Wytchwood,Alientrap,Indie,117.8k
Shelter 69,JNT Games,Indie,117.8k
Regiments,Bird's Eye Games,Indie,117.8k
Medusa's Labyrinth,Guru Games,Indie,117.7k
Fake Lay,Timeless SP,Indie,117.7k
SuchArt: Genius Artist Si…,Goose Minded,AA,117.6k
Tangle Tower,SFB Games,Indie,117.6k
Deadly 30,Ignatus Zuk and Gonzalo V…,Indie,117.5k
Poker Legends: Texas Hold…,DYNAMICNEXT,Indie,117.4k
I Was a Teenage Exocoloni…,Northway Games,Indie,117.4k
Aliya: Timelink,TDGame Studio,Indie,117.3k
靈靈靈~妖靈傳說,妖妖妖,Hobbyist,117.3k
Rampage Knights,Rake in Grass,Indie,117.1k
Bloody Hell,Pun Intended,Hobbyist,117.1k
Off-Peak,Cosmo D,Indie,117k
Swallow the Sea,"Talia bob Mair, Nicolás D…",Hobbyist,117k
Adorable Witch,Lovely Games,Indie,116.9k
Clicker Guild,Fox Dawn,Hobbyist,115.4k
Tayutama 2-you're the onl…,"Lump of Sugar, HIKARI FIE…",Indie,115.4k
Guts and Glory,HakJak,AA,115.4k
Condemned: Criminal Origi…,Monolith,AAA,115.4k
Dark Deity,Sword & Axe LLC,Indie,115.3k
Shadows Over Loathing,Asymmetric,Indie,115.3k
CaesarIA,rdt.32,Hobbyist,115.2k
Notch - The Innocent LunA…,Angels Blue Digital Enter…,Indie,115.2k
BlazBlue: Continuum Shift…,Arc System Works,Indie,115k
Survivalist: Invisible St…,Bob,Indie,115k
RIDE,Milestone S.r.l.,AA,114.9k
SpellForce - Platinum Edi…,Phenomic,AA,114.9k
Three Heroes,Cats Who Play,Indie,114.9k
Fire Pro Wrestling World,"Spike Chunsoft Co., Ltd.",AA,114.8k
SinVR,SinVR,Indie,114.8k
Card Survival: Tropical I…,WinterSpring Games,Indie,114.7k
Down To One,Gadget Games,Indie,114.7k
RoShamBo,Blam! Games LLC,Hobbyist,114.7k
Another World – 20th Anni…,"Eric Chahi, DotEmu",Indie,114.7k
Plane Mechanic Simulator,"Cobble Games, Disaster St…",Indie,113.7k
Keep Driving,YCJY Games,Indie,113.6k
Shantae: Half-Genie Hero,WayForward,Indie,113.6k
Ace Attorney Investigatio…,"CAPCOM Co., Ltd.",AAA,113.6k
Wonder Boy: The Dragon's …,Lizardcube,Indie,113.5k
Yogurt!,"430Games, __Ja__ga__imo__",Indie,113.5k
Secret of the Magic Cryst…,Artery Games,Indie,113.4k
DISTRAINT 2,Jesse Makkonen,Indie,113.4k
MO:Astray,Archpray Inc.,Indie,113.4k
我的小鲨鱼,Warma,Hobbyist,113.4k
Shipping Manager,Trophy Games,Indie,113.3k
STRAFE: Gold Edition,Pixel Titans,AA,113.3k
Ghost Master®,Sick Puppies,Indie,113.3k
Genius Greedy Mouse,"Space Fractal, TempleTige…",Hobbyist,113.3k
Metal Unit,JellySnow Studio,AA,113.2k
Train Station Renovation,Live Motion Games,Indie,113.2k
Gladiator Guild Manager: …,Entertainment Forge,Indie,113.1k
PUMPKIN PANIC,Bilalaika,Hobbyist,113.1k
Go! Go! Nippon! ~My First…,OVERDRIVE,Indie,113.1k
At Dead Of Night,Baggy Cat Ltd.,Indie,112.1k
En Garde!,Fireplace Games,Indie,112k
FPS Game: Dev Test,jackal_dev_test,Hobbyist,112k
Iron Grip: Warlord,ISOTX,Hobbyist,112k
The Coma: Recut,"Dvora Studio Co., Ltd.",Indie,112k
Second Chance,"COMAN, Eliana-Asato",Hobbyist,111.9k
Highway Blossoms,Studio Élan,Indie,111.9k
Swarm Simulator: Evolutio…,Scary Bee LLC,Indie,111.8k
FrostRunner,Think Arcade,Hobbyist,111.8k
PropHunter,Alone Fox Games,Indie,111.8k
Tales & Tactics,Table 9 Studio,Indie,111.8k
The Saboteur™,Pandemic Studios,AAA,111.7k
She Sees Red - Interactiv…,Rhinotales,Indie,111.7k
The Medium,Bloober Team,Indie,111.7k
HYPER DEMON,Sorath,Indie,111.5k
Kinoko,ThunderLime,Hobbyist,111.5k
Aven Colony,Mothership Entertainment …,Indie,111.5k
Daymare: 1998,Invader Studios,Indie,111.4k
Definitely Not Fried Chic…,Dope Games,Indie,111.4k
The Crust,VEOM Studio,Indie,110.2k
Death Trash,Crafting Legends,Indie,110.2k
Fortix,Nemesys Games,Indie,110.2k
Syberia II,Microids,Indie,110.1k
Reus 2,Abbey Games,Indie,110.1k
Bard Idle,Illegal Turtle 🐢,Indie,110.1k
Horizon Chase Turbo,AQUIRIS,Indie,110.1k
Mining Mechs,Delayed Victory,Indie,110.1k
X-Plane 12,Laminar Research,Indie,110k
Frog Detective 1: The Hau…,"Grace Bruxner, Thomas Bow…",Indie,109.9k
Over 9000 Zombies!,Loren Lemcke,Indie,109.9k
A Castle Full of Cats,Devcats,Indie,109.9k
Yoku's Island Express,Villa Gorilla,Indie,109.9k
Sweet Transit,Ernestas Norvaišas,AA,109.9k
Champions of Regnum,Nimble Giant Entertainmen…,Indie,109.9k
Aimbeast,Focusd IO,Indie,109.8k
The Ship: Murder Party,Outerlight Ltd.,Indie,109.8k
Disney•Pixar Cars,Beenox,Indie,109.8k
STAR OCEAN THE SECOND STO…,"Square Enix, Gemdrops, In…",AA,109.8k
Sexy Mystic Survivors,Fantasize Games,Indie,108.5k
Dice & Fold,Tinymice Entertainment,Indie,108.4k
Earthfall,Holospark,Indie,108.4k
Save Jesus,Almighty Games,Indie,108.4k
Ring of Pain,"Simon Boxer, Twice Differ…",AA,108.3k
Thimbleweed Park™,Terrible Toybox,Indie,108.3k
Soul Hackers 2,ATLUS,AAA,108.3k
Not My Car – Battle Royal…,NMC Studios,Hobbyist,108.2k
Momodora III,rdein,Indie,108.1k
Shadows: Awakening,Games Farm,AA,108.1k
Influent Language Learnin…,Rob Howland,Indie,108k
Lights Off!,TheDollarGameStore,Hobbyist,108k
Decay: The Mare,Shining Gate Software,AA,107.9k
Xuan-Yuan Sword VII,"SOFTSTAR, DOMO Studio",Indie,107.9k
Prime World: Defenders 2,Nival,Indie,107.8k
Duck Season,Stress Level Zero,Indie,107.8k
Guacamelee! 2,DrinkBox Studios,Indie,107.7k
Furry Love,Red Six Development,Indie,107.6k
Maitetsu:Pure Station,Lose,Indie,107.6k
Growing Up,Vile Monarch,Indie,106.1k
Second Galaxy,Zilong Game Limited,Indie,106k
BADLAND: Game of the Year…,Frogmind,Indie,106k
Giana Sisters: Twisted Dr…,Black Forest Games,Indie,105.9k
Incubus,HimitsuCP,Indie,105.9k
Nothing,Pixelatto,Indie,105.8k
The I of the Dragon,Primal,Indie,105.8k
Dungeon Warfare,Valsar,Indie,105.8k
Dwarven Realms,Crater Studios,Indie,105.7k
Trials of Fire,Whatboy Games,Indie,105.7k
Etherium,Tindalos Interactive,AAA,105.6k
Blue Estate The Game,HE SAW,Indie,105.6k
Agony,Madmind Studio,Indie,105.6k
Hide and Seek,Llama Software,Hobbyist,105.6k
Hacker Evolution,exosyphen studios,Indie,105.6k
Atelier Ryza 3: Alchemist…,"KOEI TECMO GAMES CO., LTD…",AA,105.5k
Manual Samuel - Last Tues…,Perfectly Paranormal,AA,105.5k
Slain: Back from Hell,Steel Mantis,Indie,105.4k
Tiny Civilization,喜人一个,Indie,105.4k
TEVI,"CreSpirit, GemaYue, Ein L…",Indie,104k
Dementium II HD,Memetic Games,Indie,104k
click to ten,"funl, cheman",Hobbyist,104k
Niffelheim,Ellada Games,Indie,104k
Papo & Yo,Minority Media Inc.,Indie,103.9k
RUNGORE: Beginner Experie…,"YOUR_MOM'S_HP, RavenJm",Indie,103.8k
Die in the Dungeon,ATICO,AA,103.8k
Rage Wars,Lemondo Games,Indie,103.8k
Knights of Honor,Black Sea Studios Ltd,AAA,103.8k
Super Jigsaw Puzzle: Gene…,Flat Cat Games,Indie,103.7k
Alien Breed 2: Assault,Team17 Digital Ltd,Indie,103.7k
Star Traders: Frontiers,Trese Brothers,Indie,103.7k
Nightmare Reaper,Blazing Bit Games,Indie,103.6k
Munchkin Digital,Dire Wolf,Indie,103.5k
Silent Hunter 5®: Battle …,Ubisoft Romania,AAA,103.5k
Siren Head: Awakening,Prisma Games L.L.C.,Hobbyist,103.5k
Timespinner,Lunar Ray Games,AA,103.5k
NBA 2K Playgrounds 2,Saber Interactive,AAA,103.5k
A Kiss For The Petals - R…,St. Michael's Girls Schoo…,Indie,103.4k
Half Minute Hero: Super M…,Opus,Indie,102k
United Penguin Kingdom: H…,Turquoise Revival Games,Indie,102k
Lost Planet™: Extreme Con…,"CAPCOM Co., Ltd.",AA,102k
Hasbro's BATTLESHIP,Marmalade Game Studio Ltd,Indie,102k
Hover,"Midgar Studio, Fusty Game",AA,101.9k
Femdom Waifu,"Zee Vital, Marco Marco",Indie,101.9k
Battletoads,Dlala Studios,Indie,101.9k
Mashinky,Jan Zelený,Indie,101.9k
Secret Ponchos,Switchblade Monkeys Enter…,Indie,101.8k
Harry Potter: Quidditch C…,Unbroken Studios,AAA,101.8k
HoloParade,Roboqlo,Indie,101.8k
The Culling Of The Cows,DL Softworks,Indie,101.7k
Dustforce DX,Hitbox Team,Hobbyist,101.7k
Full Throttle Remastered,"Double Fine Productions, …",Indie,101.7k
Kaiju Princess 2,PantyParrot,Indie,101.7k
Star Crusade CCG,"ZiMAD, Inc.",Hobbyist,101.6k
古龙风云录,香港商河洛互動娛樂股份有限公司,Indie,101.6k
Electronic Super Joy 2,Michael Todd Games,Indie,101.5k
Puzzle Agent,Telltale,Indie,101.4k
REKA,Emberstorm Entertainment,AA,100.6k
Minecraft Legends,"Mojang Studios, Blackbird…",AAA,100.6k
Paper Lily - Chapter 1,Leef 6010,Indie,100.6k
SKYE,DeCoded Production,Hobbyist,100.5k
Shan Gui (山桂),Magenta Factory,Indie,100.5k
Wings of Vi,Grynsoft,Indie,100.5k
